pT,W,R,pL,c,pL*c,pQ,R1_array,R2_array,Max_R1_Payoff,Max_R2_Payoff,Max_Payoff,Eq,Number_Eqs,Strategy_Name,Strategy
0.5,22,22,0.3009378168544208,15,4.514067252816312,1,"[[11.0, 11.0], [11.99, 17.49]]","[[11.0, 11.99], [11.0, 17.49]]",17.49,17.49,17.49,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,40,40,0.45083978141639525,26,11.721834316826277,1,"[[20.0, 20.0], [18.28, 28.28]]","[[20.0, 18.28], [20.0, 28.28]]",20.0,28.28,28.28,"[array([0., 1.]), array([0., 1.]), array([0.83, 0.17]), array([0.83, 0.17]), array([ 1., -0.]), array([ 1., -0.])]",3.0,Not_Unique,2
0.5,89,89,0.7776659468666902,33,25.662976246600778,1,"[[44.5, 44.5], [41.09, 63.34]]","[[44.5, 41.09], [44.5, 63.34]]",44.5,63.34,63.34,"[array([0., 1.]), array([0., 1.]), array([1., 0.]), array([1., 0.]), array([0.85, 0.15]), array([0.85, 0.15]), array([ 1., -0.]), array([ 1., -0.])]",4.0,Not_Unique,2
0.5,38,38,0.7366863434884376,22,16.20709955674563,1,"[[19.0, 19.0], [12.29, 21.79]]","[[19.0, 12.29], [19.0, 21.79]]",19.0,21.79,21.79,"[array([1., 0.]), array([1., 0.]), array([0., 1.]), array([0., 1.]), array([0.29, 0.71]), array([0.29, 0.71])]",3.0,Not_Unique,2
0.5,64,64,0.08470982678706718,47,3.981361858992157,1,"[[32.0, 32.0], [44.02, 60.02]]","[[32.0, 44.02], [32.0, 60.02]]",60.02,60.02,60.02,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,84,84,0.5809748373981297,27,15.686320609749503,1,"[[42.0, 42.0], [47.31, 68.31]]","[[42.0, 47.31], [42.0, 68.31]]",68.31,68.31,68.31,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,94,94,0.21175253440506248,13,2.7527829472658123,1,"[[47.0, 47.0], [67.75, 91.25]]","[[47.0, 67.75], [47.0, 91.25]]",91.25,91.25,91.25,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,26,26,0.025333941727544662,26,0.6586824849161612,1,"[[13.0, 13.0], [18.84, 25.34]]","[[13.0, 18.84], [13.0, 25.34]]",25.34,25.34,25.34,"[array([-0.,  1.]), array([-0.,  1.]), array([0., 1.]), array([0., 1.])]",2.0,Not_Unique,2
0.5,46,46,0.8331597881259276,50,41.65798940629638,1,"[[23.0, 23.0], [-7.16, 4.34]]","[[23.0, -7.16], [23.0, 4.34]]",23.0,23.0,23.0,"[array([0.5, 0.5]), array([0.5, 0.5]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,65,65,0.9905182365406481,46,45.56383888086981,1,"[[32.5, 32.5], [3.19, 19.44]]","[[32.5, 3.19], [32.5, 19.44]]",32.5,32.5,32.5,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,94,94,0.5392405886519044,38,20.491142368772366,1,"[[47.0, 47.0], [50.01, 73.51]]","[[47.0, 50.01], [47.0, 73.51]]",73.51,73.51,73.51,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,9,9,0.0501190123115709,8,0.4009520984925672,1,"[[4.5, 4.5], [6.35, 8.6]]","[[4.5, 6.35], [4.5, 8.6]]",8.6,8.6,8.6,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,11,11,0.3749208660059349,25,9.373021650148372,1,"[[5.5, 5.5], [-1.12, 1.63]]","[[5.5, -1.12], [5.5, 1.63]]",5.5,5.5,5.5,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,20,20,0.8682037937564432,15,13.023056906346648,1,"[[10.0, 10.0], [1.98, 6.98]]","[[10.0, 1.98], [10.0, 6.98]]",10.0,10.0,10.0,"[array([0.5, 0.5]), array([0.5, 0.5]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,74,74,0.7146877024900048,39,27.872820397110186,1,"[[37.0, 37.0], [27.63, 46.13]]","[[37.0, 27.63], [37.0, 46.13]]",37.0,46.13,46.13,"[array([1., 0.]), array([1., 0.]), array([-0.,  1.]), array([-0.,  1.]), array([0.49, 0.51]), array([0.49, 0.51])]",3.0,Not_Unique,2
0.5,40,40,0.7482890752717573,28,20.952094107609202,1,"[[20.0, 20.0], [9.05, 19.05]]","[[20.0, 9.05], [20.0, 19.05]]",20.0,20.0,20.0,"[array([ 1., -0.]), array([ 1., -0.])]",1.0,Guess,0
0.5,63,63,0.5478266131085627,26,14.243491940822631,1,"[[31.5, 31.5], [33.01, 48.76]]","[[31.5, 33.01], [31.5, 48.76]]",48.76,48.76,48.76,"[array([0., 1.]), array([0., 1.]), array([0., 1.]), array([0., 1.])]",2.0,Not_Unique,2
0.5,80,80,0.08377118175441767,33,2.764448997895783,1,"[[40.0, 40.0], [57.24, 77.24]]","[[40.0, 57.24], [40.0, 77.24]]",77.24,77.24,77.24,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,60,60,0.4198033801775105,32,13.433708165680336,1,"[[30.0, 30.0], [31.57, 46.57]]","[[30.0, 31.57], [30.0, 46.57]]",46.57,46.57,46.57,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,5,5,0.7007068352466792,39,27.32756657462049,1,"[[2.5, 2.5], [-23.58, -22.33]]","[[2.5, -23.58], [2.5, -22.33]]",2.5,2.5,2.5,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,68,68,0.8868981754923326,23,20.39865803632365,1,"[[34.0, 34.0], [30.6, 47.6]]","[[34.0, 30.6], [34.0, 47.6]]",34.0,47.6,47.6,"[array([-0.,  1.]), array([-0.,  1.]), array([0.5, 0.5]), array([0.5, 0.5]), array([0.8, 0.2]), array([0.8, 0.2]), array([1., 0.]), array([1., 0.])]",4.0,Not_Unique,2
0.5,45,45,0.6790028433355159,36,24.44410236007857,1,"[[22.5, 22.5], [9.31, 20.56]]","[[22.5, 9.31], [22.5, 20.56]]",22.5,22.5,22.5,"[array([1., 0.]), array([1., 0.]), array([ 1., -0.]), array([ 1., -0.])]",2.0,Not_Unique,2
0.5,14,14,0.6123988431727446,2,1.2247976863454892,1,"[[7.0, 7.0], [9.28, 12.78]]","[[7.0, 9.28], [7.0, 12.78]]",12.78,12.78,12.78,"[array([-0.,  1.]), array([-0.,  1.]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,28,28,0.7588652199212207,20,15.177304398424415,1,"[[14.0, 14.0], [5.82, 12.82]]","[[14.0, 5.82], [14.0, 12.82]]",14.0,14.0,14.0,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,59,59,0.7203722407425942,9,6.483350166683348,1,"[[29.5, 29.5], [37.77, 52.52]]","[[29.5, 37.77], [29.5, 52.52]]",52.52,52.52,52.52,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,20,20,0.4617714964624936,28,12.929601900949821,1,"[[10.0, 10.0], [2.07, 7.07]]","[[10.0, 2.07], [10.0, 7.07]]",10.0,10.0,10.0,"[array([ inf, -inf]), array([ inf, -inf]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,89,89,0.9476610783528133,21,19.90088264540908,1,"[[44.5, 44.5], [46.85, 69.1]]","[[44.5, 46.85], [44.5, 69.1]]",69.1,69.1,69.1,"[array([-0.,  1.]), array([-0.,  1.]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,6,6,0.2800738932961343,5,1.4003694664806714,1,"[[3.0, 3.0], [3.1, 4.6]]","[[3.0, 3.1], [3.0, 4.6]]",4.6,4.6,4.6,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,39,39,0.30146922166312007,25,7.5367305415780015,1,"[[19.5, 19.5], [21.71, 31.46]]","[[19.5, 21.71], [19.5, 31.46]]",31.46,31.46,31.46,"[array([-0.,  1.]), array([-0.,  1.]), array([0.5, 0.5]), array([0.5, 0.5])]",2.0,Not_Unique,2
0.5,98,98,0.9562195178057976,40,38.248780712231905,1,"[[49.0, 49.0], [35.25, 59.75]]","[[49.0, 35.25], [49.0, 59.75]]",49.0,59.75,59.75,"[array([1., 0.]), array([1., 0.]), array([0., 1.]), array([0., 1.]), array([0.44, 0.56]), array([0.44, 0.56])]",3.0,Not_Unique,2
0.5,42,42,0.060430794677615474,10,0.6043079467761547,1,"[[21.0, 21.0], [30.9, 41.4]]","[[21.0, 30.9], [21.0, 41.4]]",41.4,41.4,41.4,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,22,22,0.9178853966586216,12,11.014624759903459,1,"[[11.0, 11.0], [5.49, 10.99]]","[[11.0, 5.49], [11.0, 10.99]]",11.0,11.0,11.0,"[array([-inf,  inf]), array([-inf,  inf]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,22,22,0.03217447163994669,41,1.3191533372378141,1,"[[11.0, 11.0], [15.18, 20.68]]","[[11.0, 15.18], [11.0, 20.68]]",20.68,20.68,20.68,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,24,24,0.8004879992124783,17,13.60829598661213,1,"[[12.0, 12.0], [4.39, 10.39]]","[[12.0, 4.39], [12.0, 10.39]]",12.0,12.0,12.0,"[array([1., 0.]), array([1., 0.]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,70,70,0.32631229174247767,4,1.3052491669699107,1,"[[35.0, 35.0], [51.19, 68.69]]","[[35.0, 51.19], [35.0, 68.69]]",68.69,68.69,68.69,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,98,98,0.4250136556339149,35,14.875477947187022,1,"[[49.0, 49.0], [58.62, 83.12]]","[[49.0, 58.62], [49.0, 83.12]]",83.12,83.12,83.12,"[array([-0.,  1.]), array([-0.,  1.]), array([0., 1.]), array([0., 1.])]",2.0,Not_Unique,2
0.5,87,87,0.2200796871610361,27,5.9421515533479745,1,"[[43.5, 43.5], [59.31, 81.06]]","[[43.5, 59.31], [43.5, 81.06]]",81.06,81.06,81.06,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,63,63,0.0707598667332251,22,1.5567170681309521,1,"[[31.5, 31.5], [45.69, 61.44]]","[[31.5, 45.69], [31.5, 61.44]]",61.44,61.44,61.44,"[array([0., 1.]), array([0., 1.]), array([0.5, 0.5]), array([0.5, 0.5])]",2.0,Not_Unique,2
0.5,89,89,0.9594087161092852,8,7.675269728874282,1,"[[44.5, 44.5], [59.07, 81.32]]","[[44.5, 59.07], [44.5, 81.32]]",81.32,81.32,81.32,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,70,70,0.2664631984364696,22,5.862190365602331,1,"[[35.0, 35.0], [46.64, 64.14]]","[[35.0, 46.64], [35.0, 64.14]]",64.14,64.14,64.14,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,59,59,0.7257106665488285,47,34.108401327794944,1,"[[29.5, 29.5], [10.14, 24.89]]","[[29.5, 10.14], [29.5, 24.89]]",29.5,29.5,29.5,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,76,76,0.059121945012069355,35,2.0692680754224275,1,"[[38.0, 38.0], [54.93, 73.93]]","[[38.0, 54.93], [38.0, 73.93]]",73.93,73.93,73.93,"[array([-0.,  1.]), array([-0.,  1.]), array([0., 1.]), array([0., 1.])]",2.0,Not_Unique,2
0.5,77,77,0.42563794862830384,2,0.8512758972566077,1,"[[38.5, 38.5], [56.9, 76.15]]","[[38.5, 56.9], [38.5, 76.15]]",76.15,76.15,76.15,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,63,63,0.7280996181965596,21,15.29009198212775,1,"[[31.5, 31.5], [31.96, 47.71]]","[[31.5, 31.96], [31.5, 47.71]]",47.71,47.71,47.71,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,79,79,0.9153274422574124,24,21.967858614177896,1,"[[39.5, 39.5], [37.28, 57.03]]","[[39.5, 37.28], [39.5, 57.03]]",39.5,57.03,57.03,"[array([0., 1.]), array([0., 1.]), array([0.89, 0.11]), array([0.89, 0.11]), array([1., 0.]), array([1., 0.])]",3.0,Not_Unique,2
0.5,32,32,0.4013952305291716,27,10.837671224287632,1,"[[16.0, 16.0], [13.16, 21.16]]","[[16.0, 13.16], [16.0, 21.16]]",16.0,21.16,21.16,"[array([1., 0.]), array([1., 0.]), array([0., 1.]), array([0., 1.]), array([0.64, 0.36]), array([0.64, 0.36])]",3.0,Not_Unique,2
0.5,98,98,0.10255146837224383,1,0.10255146837224383,1,"[[49.0, 49.0], [73.4, 97.9]]","[[49.0, 73.4], [49.0, 97.9]]",97.9,97.9,97.9,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,64,64,0.04161387190736787,32,1.331643901035772,1,"[[32.0, 32.0], [46.67, 62.67]]","[[32.0, 46.67], [32.0, 62.67]]",62.67,62.67,62.67,"[array([-0.,  1.]), array([-0.,  1.]), array([0., 1.]), array([0., 1.])]",2.0,Not_Unique,2
0.5,79,79,0.2064419047778142,26,5.36748952422317,1,"[[39.5, 39.5], [53.88, 73.63]]","[[39.5, 53.88], [39.5, 73.63]]",73.63,73.63,73.63,"[array([0., 1.]), array([0., 1.]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,71,71,0.3261510510843595,1,0.3261510510843595,1,"[[35.5, 35.5], [52.92, 70.67]]","[[35.5, 52.92], [35.5, 70.67]]",70.67,70.67,70.67,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,66,66,0.5481776389202329,5,2.7408881946011645,1,"[[33.0, 33.0], [46.76, 63.26]]","[[33.0, 46.76], [33.0, 63.26]]",63.26,63.26,63.26,"[array([0., 1.]), array([0., 1.]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,61,61,0.4784911943883242,28,13.397753442873078,1,"[[30.5, 30.5], [32.35, 47.6]]","[[30.5, 32.35], [30.5, 47.6]]",47.6,47.6,47.6,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,42,42,0.5870959945847886,12,7.045151935017463,1,"[[21.0, 21.0], [24.45, 34.95]]","[[21.0, 24.45], [21.0, 34.95]]",34.95,34.95,34.95,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,28,28,0.12284984511721875,40,4.91399380468875,1,"[[14.0, 14.0], [16.09, 23.09]]","[[14.0, 16.09], [14.0, 23.09]]",23.09,23.09,23.09,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,2,2,0.8781096209185512,35,30.73383673214929,1,"[[1.0, 1.0], [-29.23, -28.73]]","[[1.0, -29.23], [1.0, -28.73]]",1.0,1.0,1.0,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,85,85,0.07218513554429407,43,3.1039608284046447,1,"[[42.5, 42.5], [60.65, 81.9]]","[[42.5, 60.65], [42.5, 81.9]]",81.9,81.9,81.9,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,91,91,0.8012594738771662,24,19.23022737305199,1,"[[45.5, 45.5], [49.02, 71.77]]","[[45.5, 49.02], [45.5, 71.77]]",71.77,71.77,71.77,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,29,29,0.1433264124061846,12,1.7199169488742152,1,"[[14.5, 14.5], [20.03, 27.28]]","[[14.5, 20.03], [14.5, 27.28]]",27.28,27.28,27.28,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,89,89,0.5174378303698701,29,15.005697080726234,1,"[[44.5, 44.5], [51.74, 73.99]]","[[44.5, 51.74], [44.5, 73.99]]",73.99,73.99,73.99,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,20,20,0.9047578634230335,42,37.99983026376741,1,"[[10.0, 10.0], [-23.0, -18.0]]","[[10.0, -23.0], [10.0, -18.0]]",10.0,10.0,10.0,"[array([ 1., -0.]), array([ 1., -0.])]",1.0,Guess,0
0.5,73,73,0.2786540281803872,14,3.9011563945254206,1,"[[36.5, 36.5], [50.85, 69.1]]","[[36.5, 50.85], [36.5, 69.1]]",69.1,69.1,69.1,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,5,5,0.43295185416540727,18,7.793133374977331,1,"[[2.5, 2.5], [-4.04, -2.79]]","[[2.5, -4.04], [2.5, -2.79]]",2.5,2.5,2.5,"[array([0., 1.]), array([0., 1.]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,46,46,0.48283511545415136,8,3.862680923633211,1,"[[23.0, 23.0], [30.64, 42.14]]","[[23.0, 30.64], [23.0, 42.14]]",42.14,42.14,42.14,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,63,63,0.6878933769844776,27,18.573121178580895,1,"[[31.5, 31.5], [28.68, 44.43]]","[[31.5, 28.68], [31.5, 44.43]]",31.5,44.43,44.43,"[array([0., 1.]), array([0., 1.]), array([0.82, 0.18]), array([0.82, 0.18]), array([ 1., -0.]), array([ 1., -0.])]",3.0,Not_Unique,2
0.5,62,62,0.7673185636263413,29,22.2522383451639,1,"[[31.0, 31.0], [24.25, 39.75]]","[[31.0, 24.25], [31.0, 39.75]]",31.0,39.75,39.75,"[array([1., 0.]), array([1., 0.]), array([0., 1.]), array([0., 1.]), array([0.56, 0.44]), array([0.56, 0.44])]",3.0,Not_Unique,2
0.5,38,38,0.9486255002386041,38,36.047769009066954,1,"[[19.0, 19.0], [-7.55, 1.95]]","[[19.0, -7.55], [19.0, 1.95]]",19.0,19.0,19.0,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,24,24,0.44088180529062515,17,7.494990689940628,1,"[[12.0, 12.0], [10.51, 16.51]]","[[12.0, 10.51], [12.0, 16.51]]",12.0,16.51,16.51,"[array([0., 1.]), array([0., 1.]), array([1., 0.]), array([1., 0.]), array([0.75, 0.25]), array([0.75, 0.25]), array([1., 0.]), array([1., 0.])]",4.0,Not_Unique,2
0.5,88,88,0.6066757188502356,6,3.640054313101414,1,"[[44.0, 44.0], [62.36, 84.36]]","[[44.0, 62.36], [44.0, 84.36]]",84.36,84.36,84.36,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,98,98,0.9444429756696474,32,30.222175221428717,1,"[[49.0, 49.0], [43.28, 67.78]]","[[49.0, 43.28], [49.0, 67.78]]",49.0,67.78,67.78,"[array([0., 1.]), array([0., 1.]), array([0.77, 0.23]), array([0.77, 0.23]), array([1., 0.]), array([1., 0.])]",3.0,Not_Unique,2
0.5,22,22,0.7448584247147871,45,33.51862911216542,1,"[[11.0, 11.0], [-17.02, -11.52]]","[[11.0, -17.02], [11.0, -11.52]]",11.0,11.0,11.0,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,88,88,0.6149294528601373,14,8.609012340041923,1,"[[44.0, 44.0], [57.39, 79.39]]","[[44.0, 57.39], [44.0, 79.39]]",79.39,79.39,79.39,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,51,51,0.3597176843642348,2,0.7194353687284696,1,"[[25.5, 25.5], [37.53, 50.28]]","[[25.5, 37.53], [25.5, 50.28]]",50.28,50.28,50.28,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,73,73,0.7839678239859633,36,28.22284166349468,1,"[[36.5, 36.5], [26.53, 44.78]]","[[36.5, 26.53], [36.5, 44.78]]",36.5,44.78,44.78,"[array([1., 0.]), array([1., 0.]), array([0., 1.]), array([0., 1.]), array([0.45, 0.55]), array([0.45, 0.55])]",3.0,Not_Unique,2
0.5,86,86,0.1729184077613446,8,1.3833472620907568,1,"[[43.0, 43.0], [63.12, 84.62]]","[[43.0, 63.12], [43.0, 84.62]]",84.62,84.62,84.62,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,78,78,0.044913483155047396,8,0.35930786524037917,1,"[[39.0, 39.0], [58.14, 77.64]]","[[39.0, 58.14], [39.0, 77.64]]",77.64,77.64,77.64,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,14,14,0.0728791424930737,38,2.7694074147368006,1,"[[7.0, 7.0], [7.73, 11.23]]","[[7.0, 7.73], [7.0, 11.23]]",11.23,11.23,11.23,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,90,90,0.5951177633014652,24,14.282826319235163,1,"[[45.0, 45.0], [53.22, 75.72]]","[[45.0, 53.22], [45.0, 75.72]]",75.72,75.72,75.72,"[array([0., 1.]), array([0., 1.]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,99,99,0.542280072562865,3,1.6268402176885952,1,"[[49.5, 49.5], [72.62, 97.37]]","[[49.5, 72.62], [49.5, 97.37]]",97.37,97.37,97.37,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,11,11,0.3237841807974471,39,12.627583051100437,1,"[[5.5, 5.5], [-4.38, -1.63]]","[[5.5, -4.38], [5.5, -1.63]]",5.5,5.5,5.5,"[array([1., 0.]), array([1., 0.]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,68,68,0.5091170701396054,5,2.545585350698027,1,"[[34.0, 34.0], [48.45, 65.45]]","[[34.0, 48.45], [34.0, 65.45]]",65.45,65.45,65.45,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,56,56,0.57758081774008,44,25.41355598056352,1,"[[28.0, 28.0], [16.59, 30.59]]","[[28.0, 16.59], [28.0, 30.59]]",28.0,30.59,30.59,"[array([0., 1.]), array([0., 1.]), array([1., 0.]), array([1., 0.]), array([0., 1.]), array([0., 1.]), array([0.19, 0.82]), array([0.19, 0.82])]",4.0,Not_Unique,2
0.5,50,50,0.5295697226773274,21,11.120964176223875,1,"[[25.0, 25.0], [26.38, 38.88]]","[[25.0, 26.38], [25.0, 38.88]]",38.88,38.88,38.88,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,83,83,0.6550435811065343,50,32.752179055326714,1,"[[41.5, 41.5], [29.5, 50.25]]","[[41.5, 29.5], [41.5, 50.25]]",41.5,50.25,50.25,"[array([1., 0.]), array([1., 0.]), array([0., 1.]), array([0., 1.]), array([0.42, 0.58]), array([0.42, 0.58])]",3.0,Not_Unique,2
0.5,24,24,0.922199015188096,49,45.187751744216705,1,"[[12.0, 12.0], [-27.19, -21.19]]","[[12.0, -27.19], [12.0, -21.19]]",12.0,12.0,12.0,"[array([0., 1.]), array([0., 1.]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,50,50,0.7884919232218955,42,33.116660775319616,1,"[[25.0, 25.0], [4.38, 16.88]]","[[25.0, 4.38], [25.0, 16.88]]",25.0,25.0,25.0,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,22,22,0.3598355179618473,26,9.35572346700803,1,"[[11.0, 11.0], [7.14, 12.64]]","[[11.0, 7.14], [11.0, 12.64]]",11.0,12.64,12.64,"[array([1., 0.]), array([1., 0.]), array([0., 1.]), array([0., 1.]), array([0.3, 0.7]), array([0.3, 0.7])]",3.0,Not_Unique,2
0.5,45,45,0.20828504059588326,31,6.456836258472381,1,"[[22.5, 22.5], [27.29, 38.54]]","[[22.5, 27.29], [22.5, 38.54]]",38.54,38.54,38.54,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,37,37,0.4249437746494872,49,20.82224495782487,1,"[[18.5, 18.5], [6.93, 16.18]]","[[18.5, 6.93], [18.5, 16.18]]",18.5,18.5,18.5,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,25,25,0.6071110177102857,47,28.53421783238343,1,"[[12.5, 12.5], [-9.78, -3.53]]","[[12.5, -9.78], [12.5, -3.53]]",12.5,12.5,12.5,"[array([ inf, -inf]), array([ inf, -inf]), array([ 1., -0.]), array([ 1., -0.])]",2.0,Not_Unique,2
0.5,67,67,0.24730905482058585,24,5.93541731569406,1,"[[33.5, 33.5], [44.31, 61.06]]","[[33.5, 44.31], [33.5, 61.06]]",61.06,61.06,61.06,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,77,77,0.7590656159730916,34,25.808230943085114,1,"[[38.5, 38.5], [31.94, 51.19]]","[[38.5, 31.94], [38.5, 51.19]]",38.5,51.19,51.19,"[array([1., 0.]), array([1., 0.]), array([0., 1.]), array([0., 1.]), array([0.66, 0.34]), array([0.66, 0.34])]",3.0,Not_Unique,2
0.5,57,57,0.23023383333210434,8,1.8418706666568347,1,"[[28.5, 28.5], [40.91, 55.16]]","[[28.5, 40.91], [28.5, 55.16]]",55.16,55.16,55.16,"[array([-0.,  1.]), array([-0.,  1.]), array([0., 1.]), array([0., 1.])]",2.0,Not_Unique,2
0.5,14,14,0.6086908229315463,29,17.652033865014843,1,"[[7.0, 7.0], [-7.15, -3.65]]","[[7.0, -7.15], [7.0, -3.65]]",7.0,7.0,7.0,"[array([1., 0.]), array([1., 0.]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,50,50,0.2546813149877202,12,3.056175779852642,1,"[[25.0, 25.0], [34.44, 46.94]]","[[25.0, 34.44], [25.0, 46.94]]",46.94,46.94,46.94,"[array([0., 1.]), array([0., 1.]), array([0., 1.]), array([0., 1.])]",2.0,Not_Unique,2
0.5,8,8,0.3107417265104099,30,9.322251795312296,1,"[[4.0, 4.0], [-3.32, -1.32]]","[[4.0, -3.32], [4.0, -1.32]]",4.0,4.0,4.0,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,21,21,0.26289874017331627,14,3.680582362426428,1,"[[10.5, 10.5], [12.07, 17.32]]","[[10.5, 12.07], [10.5, 17.32]]",17.32,17.32,17.32,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,21,21,0.7574454935798679,49,37.11482918541353,1,"[[10.5, 10.5], [-21.36, -16.11]]","[[10.5, -21.36], [10.5, -16.11]]",10.5,10.5,10.5,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,16,16,0.4315165488068138,28,12.082463366590787,1,"[[8.0, 8.0], [-0.08, 3.92]]","[[8.0, -0.08], [8.0, 3.92]]",8.0,8.0,8.0,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,6,6,0.4015135694865497,13,5.219676403325146,1,"[[3.0, 3.0], [-0.72, 0.78]]","[[3.0, -0.72], [3.0, 0.78]]",3.0,3.0,3.0,"[array([0.5, 0.5]), array([0.5, 0.5]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,63,63,0.3163821756523434,35,11.073376147832018,1,"[[31.5, 31.5], [36.18, 51.93]]","[[31.5, 36.18], [31.5, 51.93]]",51.93,51.93,51.93,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,71,71,0.013442483944995365,3,0.040327451834986094,1,"[[35.5, 35.5], [53.21, 70.96]]","[[35.5, 53.21], [35.5, 70.96]]",70.96,70.96,70.96,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,77,77,0.9504717395284699,38,36.11792610208185,1,"[[38.5, 38.5], [21.63, 40.88]]","[[38.5, 21.63], [38.5, 40.88]]",38.5,40.88,40.88,"[array([1., 0.]), array([1., 0.]), array([-0.,  1.]), array([-0.,  1.]), array([0.12, 0.88]), array([0.12, 0.88])]",3.0,Not_Unique,2
0.5,86,86,0.9669462704882672,16,15.471140327812275,1,"[[43.0, 43.0], [49.03, 70.53]]","[[43.0, 49.03], [43.0, 70.53]]",70.53,70.53,70.53,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
